tdate,Bandarban,Barguna,Barisal,Bhola,Bogra,Brahmanbaria,Chandpur,Chapai Nababganj,Chattogram,Chuadanga,Cox's Bazar,Cumilla,Dhaka City,Dinajpur,Faridpur,Feni,Gaibandha,Gazipur,Gopalganj,Habiganj,Jamalpur,Jessore,Jhalokati,Jhenaidah,Joypurhat,Khagrachhari,Khulna,Kishoregonj,Kurigram,Kushtia,Lakshmipur,Lalmonirhat,Madaripur,Magura,Manikganj,Meherpur,Moulvibazar,Munshiganj,Mymensingh,Naogaon,Narail,Narayanganj,Narsingdi,Natore,Netrakona,Nilphamari,Noakhali,Pabna,Panchagarh,Pirojpur,Potuakhali,Rajbari,Rajshahi,Rangamati,Rangpur,Satkhira,Shariatpur,Sherpur,Sirajganj,Sunamganj,Sylhet,Tangail,Thakurgaon,Grand Total
2020-09-14,6.0,5.0,23.0,1.0,47.0,13.0,13.0,4.0,82.0,3.0,27.0,28.0,797.0,0.0,14.0,8.0,6.0,24.0,2.0,2.0,10.0,14.0,3.0,14.0,3.0,6.0,24.0,9.0,7.0,21.0,5.0,4.0,6.0,1.0,13.0,5.0,1.0,3.0,15.0,1.0,8.0,38.0,6.0,0.0,0.0,1.0,23.0,11.0,0.0,3.0,8.0,18.0,22.0,3.0,16.0,1.0,1.0,3.0,14.0,9.0,35.0,20.0,1.0,1511.0
2020-09-13,8.0,2.0,11.0,1.0,41.0,7.0,11.0,10.0,71.0,7.0,32.0,37.0,797.0,0.0,32.0,7.0,7.0,21.0,8.0,15.0,13.0,29.0,1.0,11.0,15.0,0.0,21.0,16.0,2.0,19.0,18.0,5.0,3.0,5.0,7.0,6.0,2.0,3.0,15.0,2.0,1.0,22.0,10.0,0.0,2.0,2.0,10.0,15.0,0.0,2.0,1.0,0.0,14.0,3.0,16.0,0.0,19.0,1.0,19.0,35.0,44.0,28.0,1.0,1563.0
2020-09-12,10.0,4.0,8.0,2.0,29.0,4.0,8.0,1.0,47.0,0.0,18.0,50.0,702.0,14.0,15.0,11.0,4.0,12.0,7.0,2.0,8.0,10.0,2.0,0.0,15.0,0.0,31.0,10.0,2.0,9.0,8.0,6.0,5.0,5.0,23.0,0.0,2.0,4.0,11.0,20.0,4.0,10.0,7.0,10.0,1.0,10.0,27.0,19.0,12.0,1.0,1.0,16.0,20.0,3.0,15.0,1.0,1.0,1.0,13.0,9.0,28.0,3.0,16.0,1347.0
2020-09-11,11.0,2.0,15.0,3.0,36.0,11.0,11.0,0.0,41.0,4.0,32.0,31.0,469.0,0.0,42.0,1.0,7.0,34.0,14.0,12.0,5.0,27.0,2.0,3.0,0.0,3.0,23.0,10.0,8.0,15.0,0.0,4.0,6.0,2.0,1.0,2.0,20.0,0.0,11.0,0.0,1.0,10.0,11.0,21.0,4.0,0.0,3.0,5.0,0.0,6.0,8.0,10.0,18.0,0.0,18.0,8.0,14.0,3.0,10.0,36.0,47.0,5.0,0.0,1156.0
2020-09-10,0.0,2.0,17.0,2.0,40.0,6.0,4.0,1.0,58.0,6.0,14.0,27.0,847.0,0.0,21.0,7.0,5.0,16.0,11.0,15.0,15.0,19.0,3.0,19.0,1.0,0.0,28.0,10.0,2.0,24.0,5.0,5.0,0.0,7.0,22.0,6.0,18.0,1.0,26.0,2.0,6.0,29.0,6.0,1.0,2.0,1.0,18.0,43.0,0.0,6.0,2.0,29.0,42.0,1.0,14.0,5.0,1.0,2.0,14.0,5.0,57.0,30.0,0.0,1626.0
2020-09-09,4.0,3.0,11.0,4.0,40.0,25.0,8.0,3.0,48.0,3.0,49.0,22.0,888.0,20.0,34.0,8.0,8.0,42.0,10.0,21.0,7.0,39.0,6.0,12.0,0.0,5.0,33.0,25.0,1.0,19.0,6.0,5.0,2.0,6.0,12.0,6.0,11.0,2.0,42.0,1.0,5.0,24.0,7.0,5.0,3.0,6.0,21.0,12.0,3.0,2.0,4.0,24.0,14.0,1.0,13.0,0.0,12.0,2.0,12.0,24.0,64.0,14.0,9.0,1772.0
2020-09-08,5.0,3.0,15.0,7.0,39.0,4.0,9.0,10.0,60.0,2.0,54.0,39.0,744.0,0.0,22.0,12.0,6.0,22.0,14.0,7.0,7.0,21.0,6.0,14.0,5.0,0.0,12.0,15.0,10.0,27.0,6.0,10.0,5.0,10.0,8.0,3.0,9.0,3.0,17.0,17.0,14.0,14.0,39.0,10.0,1.0,2.0,23.0,13.0,0.0,2.0,2.0,22.0,6.0,4.0,15.0,2.0,1.0,4.0,3.0,11.0,32.0,28.0,0.0,1527.0
2020-09-07,2.0,2.0,13.0,1.0,47.0,2.0,11.0,0.0,72.0,6.0,34.0,42.0,794.0,24.0,37.0,6.0,6.0,23.0,12.0,1.0,7.0,34.0,3.0,22.0,31.0,5.0,34.0,15.0,5.0,15.0,11.0,5.0,0.0,3.0,18.0,2.0,8.0,3.0,17.0,20.0,10.0,21.0,10.0,1.0,0.0,17.0,28.0,10.0,4.0,8.0,0.0,32.0,26.0,3.0,16.0,5.0,12.0,2.0,3.0,11.0,62.0,22.0,18.0,1714.0
2020-09-06,1.0,8.0,35.0,3.0,37.0,10.0,13.0,11.0,59.0,6.0,29.0,36.0,905.0,9.0,35.0,24.0,12.0,25.0,11.0,8.0,12.0,41.0,1.0,17.0,0.0,0.0,33.0,18.0,1.0,30.0,18.0,9.0,7.0,5.0,10.0,7.0,15.0,5.0,31.0,0.0,2.0,31.0,18.0,23.0,3.0,1.0,11.0,7.0,0.0,4.0,5.0,0.0,12.0,5.0,14.0,4.0,1.0,3.0,11.0,22.0,59.0,45.0,1.0,1819.0
2020-09-05,2.0,4.0,12.0,4.0,37.0,3.0,4.0,1.0,21.0,4.0,19.0,40.0,794.0,0.0,3.0,8.0,12.0,7.0,11.0,9.0,3.0,24.0,2.0,25.0,1.0,5.0,34.0,9.0,7.0,6.0,9.0,8.0,1.0,9.0,45.0,12.0,15.0,1.0,11.0,1.0,19.0,20.0,7.0,2.0,7.0,1.0,27.0,26.0,1.0,4.0,4.0,24.0,15.0,6.0,22.0,4.0,17.0,5.0,8.0,13.0,49.0,4.0,0.0,1508.0
2020-09-04,3.0,1.0,30.0,2.0,45.0,17.0,2.0,1.0,62.0,2.0,27.0,28.0,569.0,14.0,30.0,19.0,7.0,42.0,25.0,3.0,4.0,36.0,1.0,0.0,18.0,0.0,52.0,13.0,8.0,26.0,1.0,15.0,16.0,7.0,1.0,1.0,14.0,5.0,26.0,0.0,3.0,19.0,34.0,1.0,2.0,1.0,12.0,18.0,0.0,1.0,10.0,53.0,16.0,0.0,16.0,2.0,1.0,2.0,3.0,21.0,56.0,37.0,0.0,1481.0
2020-09-03,9.0,5.0,21.0,9.0,50.0,17.0,6.0,7.0,62.0,6.0,8.0,26.0,956.0,0.0,44.0,3.0,11.0,34.0,1.0,15.0,6.0,43.0,4.0,6.0,3.0,0.0,34.0,7.0,6.0,22.0,18.0,10.0,3.0,10.0,10.0,2.0,9.0,5.0,29.0,29.0,5.0,23.0,13.0,1.0,2.0,0.0,25.0,65.0,1.0,14.0,0.0,39.0,19.0,1.0,15.0,15.0,12.0,3.0,20.0,16.0,58.0,49.0,2.0,1944.0
2020-09-02,6.0,1.0,20.0,4.0,40.0,20.0,14.0,6.0,108.0,4.0,48.0,25.0,903.0,38.0,35.0,15.0,10.0,47.0,6.0,8.0,7.0,40.0,13.0,23.0,2.0,8.0,46.0,8.0,1.0,28.0,13.0,9.0,22.0,5.0,14.0,7.0,31.0,3.0,18.0,1.0,8.0,19.0,18.0,12.0,2.0,13.0,50.0,15.0,7.0,2.0,5.0,59.0,22.0,5.0,26.0,0.0,3.0,2.0,6.0,22.0,39.0,18.0,16.0,2026.0
2020-09-01,3.0,7.0,32.0,3.0,45.0,17.0,5.0,1.0,83.0,19.0,20.0,66.0,900.0,28.0,115.0,11.0,6.0,60.0,4.0,10.0,13.0,39.0,5.0,7.0,1.0,0.0,50.0,10.0,1.0,42.0,27.0,1.0,9.0,15.0,13.0,14.0,9.0,0.0,26.0,6.0,0.0,28.0,17.0,1.0,3.0,10.0,39.0,38.0,2.0,12.0,7.0,4.0,24.0,6.0,33.0,10.0,14.0,0.0,19.0,13.0,41.0,57.0,8.0,2109.0
2020-08-31,4.0,0.0,17.0,6.0,74.0,2.0,10.0,1.0,49.0,4.0,16.0,29.0,789.0,58.0,7.0,2.0,29.0,36.0,1.0,23.0,12.0,27.0,1.0,32.0,20.0,0.0,49.0,14.0,6.0,12.0,24.0,24.0,1.0,0.0,3.0,5.0,1.0,0.0,32.0,10.0,13.0,17.0,11.0,1.0,3.0,38.0,59.0,5.0,5.0,16.0,3.0,54.0,17.0,10.0,32.0,9.0,0.0,3.0,13.0,21.0,38.0,12.0,61.0,1871.0
2020-08-30,0.0,8.0,44.0,3.0,56.0,8.0,5.0,15.0,75.0,5.0,12.0,54.0,719.0,33.0,2.0,12.0,54.0,86.0,1.0,2.0,17.0,57.0,9.0,1.0,2.0,7.0,28.0,16.0,18.0,25.0,18.0,13.0,2.0,9.0,30.0,7.0,37.0,3.0,19.0,1.0,9.0,36.0,21.0,4.0,2.0,1.0,20.0,14.0,4.0,4.0,6.0,2.0,21.0,0.0,61.0,4.0,0.0,2.0,7.0,21.0,61.0,78.0,5.0,1896.0
2020-08-29,10.0,3.0,5.0,1.0,66.0,18.0,6.0,0.0,34.0,15.0,13.0,36.0,915.0,30.0,95.0,8.0,11.0,22.0,13.0,4.0,14.0,37.0,3.0,22.0,2.0,0.0,50.0,17.0,6.0,3.0,10.0,7.0,5.0,16.0,37.0,8.0,11.0,2.0,22.0,0.0,14.0,21.0,10.0,9.0,3.0,1.0,56.0,5.0,2.0,2.0,2.0,40.0,26.0,4.0,30.0,1.0,1.0,7.0,14.0,9.0,30.0,10.0,10.0,1884.0
2020-08-28,5.0,8.0,36.0,4.0,49.0,9.0,10.0,3.0,85.0,18.0,31.0,46.0,573.0,43.0,1.0,1.0,10.0,49.0,1.0,33.0,13.0,35.0,2.0,21.0,24.0,0.0,39.0,11.0,10.0,55.0,1.0,8.0,1.0,11.0,1.0,5.0,5.0,4.0,32.0,19.0,26.0,14.0,17.0,20.0,4.0,13.0,3.0,27.0,5.0,10.0,11.0,35.0,28.0,0.0,24.0,8.0,21.0,8.0,19.0,19.0,40.0,36.0,20.0,1720.0
2020-08-27,3.0,8.0,23.0,6.0,67.0,15.0,10.0,21.0,107.0,17.0,17.0,31.0,917.0,36.0,3.0,13.0,5.0,40.0,1.0,5.0,21.0,75.0,6.0,19.0,3.0,8.0,31.0,10.0,5.0,58.0,14.0,7.0,19.0,0.0,16.0,6.0,20.0,2.0,18.0,0.0,4.0,32.0,9.0,4.0,1.0,8.0,30.0,26.0,3.0,12.0,7.0,48.0,42.0,15.0,18.0,7.0,0.0,1.0,15.0,32.0,44.0,43.0,18.0,2102.0
2020-08-26,2.0,10.0,40.0,3.0,54.0,24.0,8.0,1.0,78.0,19.0,31.0,42.0,857.0,56.0,46.0,6.0,12.0,50.0,19.0,26.0,2.0,64.0,19.0,40.0,2.0,1.0,42.0,15.0,4.0,29.0,13.0,17.0,5.0,0.0,16.0,14.0,18.0,2.0,16.0,3.0,3.0,23.0,12.0,5.0,2.0,2.0,67.0,10.0,4.0,10.0,2.0,43.0,61.0,9.0,25.0,3.0,18.0,4.0,26.0,16.0,49.0,39.0,19.0,2158.0
2020-08-25,6.0,11.0,17.0,0.0,61.0,4.0,7.0,5.0,78.0,15.0,19.0,54.0,891.0,32.0,47.0,13.0,11.0,34.0,20.0,22.0,7.0,35.0,4.0,33.0,3.0,0.0,28.0,29.0,10.0,2.0,20.0,9.0,8.0,20.0,17.0,24.0,40.0,5.0,20.0,13.0,11.0,33.0,17.0,8.0,2.0,16.0,45.0,35.0,12.0,16.0,11.0,47.0,82.0,4.0,20.0,19.0,3.0,2.0,14.0,27.0,47.0,40.0,31.0,2216.0
2020-08-24,11.0,12.0,34.0,8.0,60.0,6.0,7.0,1.0,85.0,1.0,23.0,62.0,891.0,38.0,62.0,21.0,10.0,50.0,15.0,3.0,20.0,42.0,9.0,3.0,11.0,3.0,33.0,15.0,10.0,64.0,13.0,11.0,2.0,6.0,19.0,2.0,17.0,3.0,20.0,0.0,18.0,26.0,8.0,43.0,1.0,7.0,40.0,29.0,13.0,26.0,5.0,69.0,35.0,3.0,25.0,4.0,20.0,3.0,15.0,23.0,54.0,32.0,12.0,2214.0
2020-08-23,5.0,2.0,17.0,6.0,81.0,54.0,14.0,10.0,107.0,24.0,12.0,56.0,924.0,40.0,54.0,19.0,8.0,42.0,27.0,21.0,11.0,49.0,8.0,79.0,0.0,0.0,39.0,9.0,4.0,23.0,24.0,11.0,8.0,15.0,8.0,53.0,21.0,4.0,21.0,4.0,1.0,19.0,15.0,11.0,2.0,13.0,66.0,26.0,0.0,0.0,6.0,2.0,41.0,4.0,26.0,11.0,3.0,2.0,16.0,26.0,44.0,49.0,17.0,2314.0
2020-08-22,2.0,7.0,14.0,4.0,77.0,6.0,11.0,10.0,47.0,15.0,25.0,14.0,835.0,39.0,21.0,16.0,6.0,23.0,22.0,2.0,16.0,82.0,2.0,2.0,1.0,8.0,55.0,34.0,12.0,13.0,14.0,12.0,17.0,0.0,31.0,3.0,27.0,1.0,25.0,2.0,24.0,13.0,5.0,10.0,3.0,12.0,60.0,15.0,5.0,2.0,3.0,34.0,51.0,13.0,31.0,11.0,27.0,2.0,12.0,15.0,13.0,18.0,27.0,1959.0
2020-08-21,1.0,3.0,27.0,4.0,61.0,43.0,4.0,0.0,76.0,0.0,27.0,52.0,646.0,42.0,35.0,7.0,9.0,46.0,16.0,10.0,20.0,171.0,12.0,1.0,12.0,0.0,114.0,25.0,4.0,0.0,0.0,10.0,2.0,3.0,0.0,1.0,34.0,2.0,28.0,14.0,3.0,19.0,13.0,27.0,4.0,9.0,30.0,22.0,4.0,22.0,5.0,30.0,35.0,0.0,33.0,45.0,2.0,2.0,16.0,32.0,48.0,49.0,16.0,2028.0
2020-08-20,9.0,4.0,31.0,3.0,77.0,9.0,11.0,5.0,91.0,2.0,19.0,53.0,872.0,25.0,27.0,19.0,10.0,57.0,34.0,5.0,20.0,59.0,4.0,0.0,1.0,7.0,32.0,18.0,11.0,5.0,21.0,10.0,2.0,17.0,15.0,1.0,31.0,0.0,29.0,8.0,13.0,19.0,12.0,11.0,2.0,10.0,53.0,36.0,10.0,10.0,6.0,61.0,55.0,9.0,28.0,11.0,27.0,7.0,19.0,29.0,67.0,43.0,23.0,2215.0
2020-08-19,4.0,11.0,40.0,7.0,104.0,28.0,9.0,28.0,94.0,18.0,34.0,54.0,1016.0,44.0,53.0,22.0,12.0,27.0,31.0,17.0,8.0,82.0,14.0,29.0,6.0,0.0,45.0,26.0,8.0,38.0,18.0,9.0,17.0,9.0,21.0,23.0,21.0,7.0,44.0,2.0,22.0,47.0,10.0,3.0,2.0,17.0,58.0,35.0,5.0,10.0,7.0,57.0,32.0,6.0,29.0,1.0,4.0,2.0,13.0,27.0,36.0,57.0,24.0,2584.0
2020-08-18,2.0,17.0,12.0,1.0,48.0,15.0,20.0,3.0,92.0,23.0,21.0,82.0,892.0,39.0,32.0,21.0,8.0,40.0,31.0,19.0,13.0,51.0,3.0,2.0,12.0,0.0,49.0,29.0,6.0,69.0,9.0,13.0,1.0,26.0,64.0,0.0,33.0,4.0,15.0,22.0,13.0,33.0,11.0,2.0,2.0,16.0,55.0,43.0,1.0,20.0,14.0,148.0,46.0,10.0,28.0,8.0,37.0,7.0,35.0,22.0,86.0,55.0,32.0,2563.0
2020-08-17,9.0,5.0,35.0,6.0,75.0,3.0,15.0,23.0,137.0,52.0,38.0,63.0,1014.0,68.0,44.0,22.0,17.0,37.0,23.0,8.0,13.0,67.0,13.0,19.0,9.0,9.0,54.0,20.0,6.0,27.0,23.0,7.0,11.0,4.0,12.0,15.0,5.0,1.0,35.0,11.0,4.0,28.0,13.0,13.0,5.0,6.0,64.0,7.0,5.0,8.0,6.0,38.0,62.0,8.0,38.0,2.0,2.0,6.0,18.0,59.0,20.0,48.0,3.0,2518.0
2020-08-16,5.0,8.0,23.0,4.0,96.0,20.0,36.0,5.0,50.0,17.0,12.0,61.0,865.0,32.0,45.0,18.0,3.0,17.0,33.0,2.0,17.0,29.0,8.0,17.0,4.0,2.0,57.0,54.0,15.0,46.0,23.0,11.0,18.0,11.0,4.0,9.0,27.0,6.0,32.0,3.0,3.0,23.0,12.0,66.0,1.0,12.0,63.0,48.0,5.0,2.0,5.0,2.0,67.0,12.0,24.0,14.0,18.0,12.0,20.0,6.0,40.0,30.0,10.0,2240.0
2020-08-15,6.0,8.0,14.0,2.0,70.0,6.0,15.0,27.0,43.0,5.0,15.0,50.0,650.0,96.0,29.0,12.0,28.0,12.0,25.0,19.0,6.0,17.0,5.0,32.0,5.0,10.0,39.0,21.0,44.0,18.0,28.0,34.0,3.0,29.0,46.0,12.0,4.0,5.0,13.0,5.0,16.0,18.0,10.0,3.0,4.0,13.0,34.0,21.0,3.0,2.0,14.0,98.0,51.0,12.0,34.0,7.0,1.0,0.0,21.0,9.0,41.0,13.0,63.0,1996.0
2020-08-14,7.0,3.0,39.0,7.0,94.0,44.0,10.0,0.0,119.0,60.0,25.0,52.0,633.0,50.0,42.0,2.0,15.0,25.0,35.0,6.0,36.0,6.0,1.0,19.0,17.0,0.0,48.0,18.0,17.0,46.0,2.0,12.0,0.0,3.0,2.0,29.0,10.0,2.0,19.0,22.0,2.0,27.0,8.0,2.0,1.0,2.0,13.0,16.0,8.0,26.0,9.0,103.0,77.0,0.0,34.0,35.0,40.0,10.0,21.0,25.0,15.0,62.0,15.0,2128.0
2020-08-13,6.0,10.0,32.0,6.0,84.0,4.0,22.0,0.0,113.0,1.0,30.0,64.0,933.0,49.0,84.0,33.0,14.0,29.0,42.0,23.0,23.0,4.0,5.0,17.0,5.0,9.0,64.0,11.0,9.0,15.0,28.0,9.0,1.0,17.0,63.0,13.0,5.0,3.0,51.0,3.0,15.0,27.0,12.0,2.0,1.0,15.0,103.0,20.0,5.0,15.0,7.0,1.0,99.0,5.0,24.0,5.0,1.0,6.0,31.0,34.0,58.0,61.0,26.0,2507.0
2020-08-12,2.0,22.0,27.0,8.0,73.0,56.0,15.0,4.0,81.0,15.0,7.0,43.0,873.0,67.0,54.0,2.0,11.0,33.0,34.0,27.0,22.0,7.0,8.0,45.0,3.0,1.0,39.0,13.0,10.0,15.0,6.0,10.0,19.0,4.0,4.0,17.0,62.0,2.0,37.0,16.0,3.0,29.0,12.0,1.0,8.0,9.0,77.0,13.0,8.0,5.0,8.0,70.0,67.0,8.0,26.0,14.0,44.0,2.0,16.0,21.0,30.0,14.0,16.0,2295.0
2020-08-11,9.0,1.0,32.0,7.0,69.0,4.0,3.0,19.0,144.0,26.0,24.0,85.0,947.0,19.0,56.0,27.0,13.0,44.0,37.0,0.0,17.0,63.0,6.0,23.0,11.0,12.0,58.0,24.0,10.0,61.0,37.0,5.0,0.0,24.0,1.0,14.0,50.0,8.0,34.0,8.0,18.0,25.0,9.0,35.0,4.0,9.0,57.0,20.0,8.0,16.0,15.0,96.0,92.0,16.0,27.0,1.0,1.0,16.0,32.0,31.0,68.0,60.0,7.0,2695.0
2020-08-10,2.0,8.0,49.0,8.0,107.0,5.0,25.0,1.0,124.0,11.0,37.0,49.0,1030.0,43.0,113.0,35.0,8.0,36.0,42.0,33.0,58.0,70.0,1.0,21.0,3.0,0.0,86.0,25.0,11.0,64.0,40.0,9.0,3.0,21.0,5.0,4.0,18.0,7.0,37.0,6.0,21.0,27.0,9.0,2.0,3.0,5.0,55.0,9.0,20.0,18.0,7.0,73.0,68.0,0.0,29.0,2.0,48.0,7.0,45.0,33.0,86.0,34.0,23.0,2879.0
2020-08-09,9.0,16.0,50.0,11.0,83.0,39.0,13.0,4.0,142.0,34.0,34.0,85.0,1133.0,47.0,118.0,20.0,10.0,38.0,34.0,4.0,17.0,57.0,7.0,4.0,0.0,3.0,65.0,13.0,9.0,61.0,51.0,13.0,17.0,14.0,5.0,20.0,2.0,1.0,48.0,1.0,5.0,30.0,12.0,5.0,2.0,4.0,105.0,13.0,8.0,4.0,12.0,5.0,76.0,8.0,31.0,31.0,2.0,3.0,13.0,17.0,3.0,34.0,20.0,2775.0
2020-08-08,2.0,3.0,11.0,2.0,60.0,2.0,18.0,0.0,69.0,1.0,21.0,51.0,973.0,56.0,19.0,28.0,18.0,16.0,13.0,7.0,12.0,52.0,1.0,22.0,5.0,0.0,42.0,15.0,7.0,13.0,43.0,19.0,4.0,15.0,23.0,13.0,34.0,0.0,24.0,9.0,27.0,14.0,25.0,1.0,2.0,16.0,90.0,7.0,6.0,14.0,13.0,62.0,56.0,0.0,19.0,20.0,54.0,2.0,22.0,6.0,39.0,19.0,17.0,2254.0
2020-08-07,7.0,14.0,30.0,5.0,93.0,45.0,2.0,26.0,117.0,24.0,33.0,54.0,685.0,57.0,83.0,1.0,7.0,24.0,29.0,10.0,28.0,76.0,17.0,0.0,13.0,11.0,51.0,19.0,14.0,71.0,5.0,13.0,14.0,21.0,0.0,13.0,23.0,0.0,43.0,3.0,23.0,17.0,14.0,15.0,0.0,5.0,30.0,4.0,8.0,8.0,5.0,60.0,48.0,15.0,29.0,11.0,1.0,2.0,15.0,31.0,30.0,51.0,25.0,2228.0
2020-08-06,5.0,2.0,50.0,8.0,54.0,0.0,22.0,2.0,116.0,24.0,25.0,53.0,847.0,39.0,105.0,23.0,8.0,34.0,50.0,15.0,15.0,81.0,2.0,8.0,23.0,0.0,40.0,17.0,12.0,49.0,28.0,11.0,1.0,26.0,22.0,13.0,11.0,2.0,55.0,34.0,29.0,34.0,2.0,69.0,6.0,2.0,60.0,28.0,1.0,12.0,16.0,40.0,99.0,2.0,28.0,6.0,64.0,5.0,34.0,25.0,60.0,57.0,19.0,2630.0
2020-08-05,18.0,15.0,15.0,1.0,61.0,41.0,16.0,26.0,141.0,43.0,31.0,55.0,966.0,41.0,72.0,25.0,10.0,38.0,30.0,11.0,14.0,81.0,7.0,16.0,3.0,14.0,78.0,9.0,15.0,63.0,29.0,10.0,12.0,36.0,12.0,3.0,12.0,6.0,19.0,2.0,22.0,37.0,6.0,0.0,3.0,9.0,68.0,11.0,14.0,2.0,5.0,68.0,68.0,24.0,31.0,14.0,6.0,4.0,15.0,20.0,37.0,30.0,4.0,2595.0
2020-08-04,6.0,17.0,37.0,11.0,49.0,3.0,14.0,10.0,113.0,23.0,17.0,64.0,932.0,80.0,76.0,16.0,7.0,36.0,36.0,21.0,13.0,48.0,8.0,16.0,25.0,0.0,51.0,19.0,13.0,78.0,30.0,11.0,1.0,26.0,9.0,12.0,19.0,4.0,39.0,0.0,1.0,28.0,6.0,2.0,3.0,1.0,80.0,3.0,0.0,6.0,6.0,21.0,53.0,0.0,34.0,14.0,14.0,6.0,22.0,17.0,21.0,36.0,3.0,2367.0
2020-08-03,4.0,2.0,17.0,4.0,35.0,4.0,15.0,3.0,27.0,16.0,40.0,52.0,688.0,16.0,62.0,7.0,10.0,17.0,20.0,2.0,17.0,3.0,7.0,2.0,1.0,0.0,26.0,14.0,17.0,10.0,7.0,13.0,1.0,3.0,0.0,9.0,9.0,0.0,7.0,1.0,8.0,25.0,5.0,2.0,2.0,3.0,79.0,1.0,7.0,12.0,10.0,1.0,34.0,1.0,9.0,2.0,3.0,0.0,33.0,7.0,42.0,12.0,10.0,1496.0
2020-08-02,1.0,1.0,1.0,6.0,35.0,4.0,4.0,0.0,10.0,1.0,3.0,51.0,523.0,20.0,26.0,4.0,18.0,4.0,15.0,7.0,6.0,6.0,1.0,2.0,1.0,0.0,16.0,28.0,17.0,66.0,0.0,20.0,2.0,6.0,17.0,1.0,13.0,3.0,13.0,1.0,28.0,14.0,2.0,56.0,3.0,1.0,12.0,2.0,4.0,1.0,1.0,48.0,61.0,0.0,16.0,2.0,25.0,0.0,0.0,0.0,50.0,7.0,8.0,1294.0
2020-08-01,0.0,4.0,6.0,2.0,23.0,1.0,9.0,0.0,22.0,26.0,19.0,9.0,193.0,9.0,19.0,2.0,3.0,3.0,1.0,1.0,12.0,3.0,0.0,10.0,0.0,0.0,6.0,1.0,10.0,7.0,2.0,4.0,0.0,8.0,0.0,8.0,4.0,1.0,6.0,11.0,12.0,6.0,0.0,1.0,5.0,0.0,2.0,2.0,10.0,1.0,10.0,12.0,54.0,0.0,7.0,6.0,0.0,3.0,22.0,22.0,49.0,2.0,8.0,679.0
2020-07-31,10.0,15.0,31.0,6.0,81.0,3.0,52.0,20.0,117.0,5.0,23.0,34.0,552.0,45.0,61.0,29.0,8.0,30.0,46.0,15.0,17.0,110.0,6.0,36.0,61.0,0.0,58.0,10.0,5.0,39.0,19.0,7.0,20.0,20.0,1.0,7.0,8.0,3.0,13.0,8.0,27.0,22.0,10.0,1.0,2.0,3.0,4.0,2.0,1.0,16.0,7.0,17.0,76.0,0.0,15.0,18.0,1.0,2.0,21.0,29.0,38.0,71.0,8.0,2022.0
2020-07-30,2.0,12.0,23.0,10.0,78.0,4.0,14.0,2.0,144.0,11.0,26.0,54.0,964.0,33.0,52.0,28.0,10.0,23.0,49.0,14.0,21.0,36.0,14.0,42.0,6.0,10.0,54.0,27.0,15.0,17.0,24.0,5.0,2.0,18.0,3.0,8.0,4.0,2.0,33.0,2.0,29.0,24.0,1.0,14.0,5.0,9.0,40.0,12.0,7.0,11.0,11.0,48.0,102.0,18.0,25.0,11.0,37.0,6.0,55.0,19.0,45.0,56.0,0.0,2481.0
2020-07-29,6.0,12.0,35.0,10.0,68.0,22.0,65.0,1.0,98.0,5.0,31.0,67.0,1089.0,17.0,43.0,18.0,8.0,26.0,29.0,9.0,6.0,29.0,16.0,34.0,0.0,0.0,67.0,27.0,16.0,56.0,33.0,6.0,28.0,3.0,6.0,11.0,9.0,7.0,11.0,2.0,0.0,32.0,14.0,1.0,5.0,6.0,59.0,12.0,13.0,27.0,10.0,39.0,85.0,0.0,21.0,15.0,1.0,0.0,11.0,24.0,25.0,51.0,9.0,2486.0
2020-07-28,4.0,10.0,47.0,7.0,74.0,23.0,53.0,32.0,112.0,8.0,14.0,79.0,1058.0,50.0,83.0,32.0,14.0,29.0,39.0,4.0,2.0,62.0,2.0,0.0,4.0,20.0,104.0,11.0,10.0,58.0,18.0,13.0,10.0,25.0,16.0,2.0,23.0,5.0,33.0,14.0,17.0,26.0,9.0,38.0,2.0,3.0,42.0,26.0,14.0,13.0,4.0,0.0,116.0,16.0,21.0,23.0,1.0,10.0,44.0,15.0,35.0,49.0,8.0,2736.0
2020-07-27,3.0,13.0,34.0,7.0,87.0,10.0,24.0,0.0,86.0,14.0,20.0,102.0,807.0,50.0,47.0,23.0,7.0,36.0,28.0,2.0,1.0,62.0,25.0,33.0,20.0,0.0,51.0,17.0,10.0,8.0,25.0,11.0,18.0,0.0,7.0,2.0,10.0,4.0,30.0,1.0,17.0,32.0,16.0,2.0,5.0,8.0,35.0,12.0,14.0,24.0,7.0,39.0,142.0,0.0,13.0,22.0,0.0,1.0,59.0,5.0,28.0,39.0,13.0,2268.0
2020-07-26,0.0,10.0,18.0,10.0,59.0,42.0,8.0,0.0,93.0,7.0,3.0,15.0,825.0,45.0,82.0,28.0,7.0,19.0,38.0,9.0,0.0,9.0,3.0,6.0,21.0,14.0,53.0,18.0,19.0,45.0,6.0,17.0,12.0,11.0,3.0,1.0,36.0,10.0,22.0,1.0,17.0,22.0,3.0,36.0,2.0,15.0,33.0,3.0,15.0,30.0,8.0,1.0,107.0,10.0,25.0,5.0,1.0,1.0,25.0,42.0,60.0,70.0,15.0,2171.0
